;Rating;User_ID;Item_ID
0;1;40368;B08RB6KYM9
1;1;33611;B016R1N6M4
2;1;85835;B089N6BYJH
3;1;43970;B01FDCWI18
4;1;5878;B06Y3CFZJF
5;1;48278;B009VZLAPY
6;1;30594;B08M67V8QV
7;1;12907;B07RGTWS22
8;1;57842;B07L9L47VY
9;1;90417;B0065G3JTM
10;1;599;B002OHE3DC
11;1;89519;B07BRG94CP
12;1;90776;B0084D6M0C
13;1;23714;B07DHN82QJ
14;1;64575;B08LPBCQJ2
15;1;85835;B07FKRJL8J
16;1;64708;B01MY3MYI6
17;1;9817;B0B3R95LV6
18;1;93843;B01N2JJAR1
19;1;452;B0752C518J
20;1;90479;B06Y5SB28W
21;1;35492;B07M84XJC7
22;1;23853;B076YGJBV8
23;1;86662;B08J855VQ8
24;1;4577;B00L407YZE
25;1;35891;B073K5DQ5S
26;1;35735;B0753J399N
27;1;74450;B005GI8UZ8
28;1;11186;B07QHYN2RW
29;1;61770;B00XACV6XK
30;1;3081;B018I887MS
31;1;3303;B08SQ8VVCY
32;1;49632;B01ECYWJ2G
33;1;38516;B00JDV4THW
34;1;26459;B01CNKFEIW
35;1;89688;B011MX939M
36;1;27205;B000AS5GLK
37;1;8017;B08XBDQSP1
38;1;94335;B00UOYI1YE
39;1;66779;B07LFNP4L6
40;1;3176;B07KQQQYBT
41;1;36966;B08QFPYZY5
42;1;76085;B06XR6573Q
43;1;46547;B07555LR4K
44;1;83667;B01JO5Y6B0
45;1;8114;B01I2K8XSU
46;1;62731;B0BTQ2LY4Q
47;1;52078;B003JKSU78
48;1;88087;B004IA7IN0
49;1;94604;B07BFVMCNV
50;1;37278;B009YDCKNO
51;1;27398;B01D1YGDH0
52;1;88395;B00PE9L1ZA
53;1;83339;B011P32IPK
54;1;52939;B00BCG1LFE
55;1;66098;B07J3YPZM8
56;1;65313;B09M7L58R4
57;1;28022;B00KLXLIZC
58;1;85093;B01MT1ZCHF
59;1;37136;B00K1BV7CI
60;1;65946;B014HRWIU6
61;1;4819;B06ZZ7HLDP
62;1;55231;B074KHKKJD
63;1;23109;B07V8SN5C2
64;1;12302;B07NYVC95P
65;1;68915;B000AS5GLK
66;1;42258;B000O3U0PI
67;1;36966;B01HF9ZN7I
68;1;64098;B07536VTDH
69;1;9798;B08R3HJTCG
70;1;49308;B07GRM8LP1
71;1;18746;B08H4JQYQY
72;1;57689;B00295SE1Q
